,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
328,415,402,251,251,8,17,52,42,8,8,4,5,51,59,67,1,0,3,0,3
329,350,383,257,257,11,22,63,56,10,13,6,4,69,80,78,0,0,2,6,5
330,469,468,187,199,13,15,45,45,6,12,6,3,75,60,56,0,1,2,4,2
331,493,496,232,196,15,12,40,57,10,13,4,2,71,46,65,3,3,0,2,4
332,220,753,192,177,11,11,39,51,3,23,8,0,64,63,70,1,1,1,0,0
333,323,505,216,184,6,6,53,55,7,12,3,2,81,63,93,0,2,1,1,3
334,245,650,174,202,11,8,37,59,6,35,10,4,88,81,75,0,2,2,5,1
335,383,266,217,217,11,13,71,53,11,14,4,4,65,69,1,99,0,1,1,2
336,298,631,179,200,8,6,39,42,7,25,10,1,52,68,66,1,0,0,2,1
337,470,275,156,173,8,15,50,40,8,7,2,1,52,57,1,66,0,1,2,3
338,386,476,278,278,15,14,45,47,10,12,4,3,57,70,0,66,1,0,0,1
339,621,364,195,195,5,12,41,46,13,8,3,3,64,52,0,68,1,2,1,1
340,288,405,229,234,11,14,56,45,13,10,2,3,54,81,0,77,0,2,0,1
341,515,326,196,235,11,15,48,42,8,15,8,5,58,69,2,65,0,2,1,0
342,451,235,216,203,14,8,69,52,21,4,2,5,59,85,1,91,0,2,1,8
343,308,558,174,179,10,10,39,53,9,17,10,5,60,39,67,0,2,2,1,4
344,573,386,214,195,14,10,52,53,15,5,2,9,58,56,1,76,0,0,4,0
345,431,464,178,177,9,4,36,50,12,13,3,6,59,56,0,71,2,1,1,1
346,446,455,207,221,14,13,52,51,9,15,6,0,46,79,70,0,1,0,4,3
347,333,496,203,203,11,8,45,46,8,15,6,3,80,85,69,0,2,3,1,3
348,357,393,246,293,10,8,45,62,13,9,1,3,102,72,0,85,6,0,1,2
349,357,717,136,151,9,10,39,42,4,13,11,3,54,86,23,32,1,0,2,5
350,510,476,199,172,10,6,37,46,8,19,11,0,51,61,60,1,1,2,5,3
351,276,573,171,179,9,8,37,52,13,29,7,4,52,91,65,0,0,0,6,1
352,419,563,169,195,8,12,40,45,7,18,7,1,52,63,67,1,3,1,0,0
353,425,307,225,245,10,10,42,51,15,10,2,3,79,52,24,48,5,3,0,2
354,259,655,253,228,8,9,38,44,10,18,7,4,99,53,63,0,2,3,3,1
355,438,480,193,209,7,9,48,41,6,15,3,4,57,53,72,0,2,1,2,0
356,361,486,203,220,10,9,55,50,16,6,3,6,48,66,2,80,1,0,0,3
357,444,250,246,232,12,17,65,45,7,16,8,3,43,53,80,0,1,4,2,0
358,283,432,204,200,7,19,69,39,8,14,2,0,55,60,79,6,5,3,0,4
359,223,606,212,242,14,16,50,54,9,17,8,3,72,86,73,2,2,1,0,3
360,276,521,190,194,11,7,56,57,7,18,7,2,58,68,97,0,2,2,3,0
361,249,569,234,223,21,14,33,64,7,17,7,3,86,53,64,0,4,1,0,0
362,375,420,221,212,10,13,57,49,11,6,3,5,59,94,74,0,2,0,5,4
363,713,181,192,201,11,6,47,41,18,9,4,8,74,71,0,64,2,4,3,4
364,347,418,222,189,15,7,45,57,17,7,3,6,60,42,74,0,4,1,7,1
365,468,188,195,176,11,11,50,63,17,6,1,1,59,61,0,86,0,3,1,3
366,413,511,157,163,8,10,39,41,13,5,2,4,53,50,60,0,1,2,1,2
367,250,688,192,202,14,12,46,49,3,22,13,1,63,60,64,2,3,1,4,2
368,260,561,200,180,10,18,46,40,16,14,5,7,42,45,56,4,2,0,0,1
369,398,571,203,222,12,11,45,41,7,16,8,2,47,75,62,0,2,1,1,0
370,362,463,244,244,7,19,47,48,7,21,5,1,58,56,66,0,2,2,4,1
371,228,692,233,233,8,9,49,46,5,17,7,3,63,72,1,76,1,3,2,2
372,184,754,176,176,6,9,42,43,6,12,5,2,65,54,63,0,0,2,6,1
373,296,516,214,214,11,18,40,37,9,15,6,5,64,68,46,2,1,0,1,2
374,370,273,261,262,7,19,55,56,11,8,7,4,32,59,0,83,2,2,0,2
375,482,267,260,260,13,10,57,58,8,10,2,4,61,59,0,84,5,1,2,6
376,330,507,198,198,13,11,48,56,4,25,2,0,69,47,79,0,3,2,1,0
377,596,235,218,218,4,15,43,49,8,16,6,2,62,46,0,71,2,1,0,2
378,377,447,266,265,13,10,50,53,8,12,5,4,63,81,79,0,0,5,3,1
379,606,230,256,256,9,12,51,62,27,7,4,10,71,73,0,84,2,0,6,2
380,592,360,213,213,13,13,41,42,10,12,2,4,96,81,0,52,2,1,3,3
381,428,406,207,207,15,14,60,36,7,16,6,4,56,64,1,62,0,2,6,0
382,407,512,174,174,11,4,44,42,12,9,3,4,78,67,65,0,2,3,5,2
383,554,420,216,216,8,11,39,45,21,11,7,5,85,49,0,64,1,2,1,0
384,651,419,208,208,10,15,50,44,15,10,5,7,65,82,0,66,2,1,3,4
385,361,601,205,205,13,15,47,43,7,17,9,4,46,72,56,2,0,6,1,5
386,424,244,255,255,12,20,57,45,8,6,2,3,51,63,68,1,1,2,3,2
387,460,266,275,275,7,19,51,38,11,12,6,7,68,63,59,19,0,2,1,3
388,623,258,193,193,9,10,32,40,17,7,3,8,87,41,48,0,1,3,3,3
389,551,336,199,199,9,17,43,45,16,7,3,9,58,82,58,11,0,1,3,4
390,513,282,239,239,15,22,54,39,16,11,7,7,53,84,0,56,0,4,4,3
391,541,253,231,231,13,21,61,52,18,8,4,8,79,64,2,77,1,1,2,2
392,473,639,162,162,9,5,32,45,5,14,11,1,70,73,55,0,1,1,5,3
393,379,488,236,236,11,16,38,52,11,12,5,6,74,48,0,63,2,1,1,1
394,302,476,235,235,16,14,38,58,3,9,4,3,66,59,66,0,1,0,3,0
395,544,523,190,190,15,5,46,35,15,11,7,7,29,56,55,0,2,4,3,4
396,396,378,290,290,12,17,58,46,8,5,3,5,50,56,1,70,0,0,0,4
397,403,458,200,200,9,19,49,39,8,13,5,5,64,45,2,57,1,3,0,2
398,408,398,231,231,12,14,76,55,6,9,4,2,46,54,96,1,1,1,6,4
399,555,351,208,208,8,12,55,45,11,8,3,7,89,54,72,1,2,0,3,4
400,659,354,197,197,8,22,49,44,10,13,8,4,68,47,0,61,0,2,3,1
401,627,479,196,196,6,16,42,33,12,20,7,6,68,82,0,48,1,0,5,1
402,329,444,215,215,16,10,42,48,14,9,3,2,64,64,0,62,0,2,1,2
403,548,520,192,192,22,9,32,52,15,10,4,6,71,61,50,0,1,2,2,4
404,185,466,254,254,27,8,48,66,7,19,5,1,50,62,75,0,4,3,3,1
405,578,446,206,206,15,9,42,46,14,8,2,6,78,74,0,63,3,0,1,2
406,323,376,237,237,13,15,53,46,13,9,4,7,72,64,66,2,1,0,2,1
407,377,514,222,222,18,19,53,50,3,14,5,2,43,62,0,62,1,0,3,2
408,459,406,202,202,7,12,52,48,13,9,3,4,78,55,1,81,0,1,1,0
409,550,405,182,182,13,13,47,41,4,13,7,3,67,60,57,0,0,3,1,5
410,384,254,244,244,12,15,59,56,14,11,6,4,52,66,84,4,0,4,7,0
411,503,335,204,204,14,18,52,43,9,14,7,1,104,70,62,0,0,4,2,2
412,562,328,223,223,9,17,53,43,11,9,5,2,71,69,4,66,1,1,0,3
413,667,402,171,171,9,9,47,35,19,15,5,9,53,62,0,60,2,0,1,3
414,493,325,258,258,13,19,67,47,14,8,3,5,42,83,0,79,0,1,4,0
415,298,469,251,251,15,16,48,51,5,9,7,3,85,70,71,0,2,3,2,0
416,239,383,215,215,20,22,64,50,8,11,2,2,43,66,1,68,2,0,1,4
417,596,365,275,275,8,13,40,37,13,13,8,5,78,75,0,52,1,1,2,2
418,568,379,281,281,16,16,43,49,10,12,6,5,81,73,0,60,3,1,1,0
419,415,362,287,287,17,18,55,59,15,8,3,8,87,64,76,1,1,0,3,2
420,427,348,223,223,19,23,52,52,15,11,2,7,66,67,61,0,1,6,1,1
421,449,346,240,240,15,5,43,47,19,14,5,4,77,103,0,66,2,1,1,6
422,423,356,230,230,13,16,52,49,16,9,8,5,67,72,0,67,4,4,1,6
423,667,319,231,231,17,19,50,54,9,10,2,4,88,44,72,0,2,1,0,2
424,585,274,214,214,14,19,57,48,9,10,7,1,57,56,0,64,3,0,0,8
425,605,289,229,229,1,16,50,42,11,5,4,2,98,54,0,73,0,0,2,1
426,286,448,248,248,18,18,51,55,5,19,7,4,73,50,65,0,3,1,2,3
427,556,339,218,218,14,19,50,43,9,16,6,3,67,57,0,59,1,1,1,0
428,205,409,323,323,17,17,65,63,7,10,1,4,67,66,94,0,6,2,1,2
429,369,412,247,247,13,12,49,71,8,12,1,3,81,46,89,2,1,0,4,2
430,449,482,212,212,17,9,44,54,7,11,2,2,75,84,72,0,1,1,1,1
431,487,343,184,184,19,18,52,50,16,1,0,8,61,53,0,60,1,1,4,3
432,495,355,341,341,14,13,49,52,10,9,2,4,99,42,0,71,1,1,0,4
433,370,349,193,193,18,16,53,43,9,11,5,5,63,55,61,0,1,3,4,3
434,595,297,195,195,6,20,61,39,27,6,2,10,83,94,1,73,2,3,1,1
435,406,368,280,280,18,17,59,51,6,5,2,4,75,59,0,73,1,4,1,2
436,520,290,289,289,11,17,52,57,8,7,3,2,76,77,1,83,2,7,1,3
437,356,512,229,229,14,14,52,46,6,15,7,1,60,64,63,0,1,7,2,5
438,458,477,202,202,10,7,31,54,17,14,6,8,65,71,62,0,1,2,5,2
439,318,552,244,244,9,8,45,54,20,23,7,7,85,85,0,75,5,6,6,2
440,650,391,190,190,9,14,40,44,14,9,5,6,85,64,1,58,2,0,3,2
441,255,450,223,223,20,13,55,52,12,5,0,5,56,67,68,1,1,2,4,3
442,542,417,253,253,9,13,54,40,12,11,3,5,98,75,69,0,3,0,3,0
443,213,460,244,244,18,11,50,75,1,16,3,1,76,52,0,91,3,0,7,0
444,342,518,209,209,11,7,48,61,5,10,4,3,69,68,89,0,8,0,6,1
445,457,416,255,255,17,6,52,59,20,7,0,11,64,85,0,84,4,5,2,2
446,382,267,255,255,19,23,58,60,5,17,7,2,66,52,71,0,4,1,5,3
447,393,662,194,194,11,9,42,47,14,12,7,7,83,73,68,1,0,2,0,1
448,483,357,228,228,13,23,57,48,14,9,4,6,70,89,1,64,2,4,2,5
449,387,289,223,223,18,26,47,57,8,6,5,2,70,48,56,0,1,2,1,6
450,441,417,250,250,13,20,43,44,17,7,2,13,72,39,53,0,1,3,5,2
451,468,527,176,176,18,10,42,51,14,17,7,6,69,50,3,59,1,3,4,3
452,375,380,250,250,9,21,57,51,12,6,0,7,53,54,0,77,1,0,1,1
453,703,307,242,242,12,17,54,32,26,8,4,7,61,72,0,53,0,3,0,3
454,386,275,245,245,11,21,50,55,17,11,6,5,74,57,1,72,0,2,2,2
455,654,280,215,215,14,12,56,42,11,10,1,7,83,74,1,63,1,0,4,4
456,401,445,213,213,11,11,40,58,14,5,2,5,75,53,1,74,4,1,2,2
457,425,481,211,211,9,13,58,40,10,14,6,8,65,58,0,78,2,4,0,1
458,309,274,231,231,23,17,56,59,4,11,2,1,49,61,0,73,2,1,3,1
459,330,358,215,215,18,15,51,53,13,9,3,6,58,58,72,3,3,4,2,1
460,550,260,206,206,9,22,58,50,7,5,4,4,82,44,0,71,1,0,3,4
461,448,498,209,209,16,14,43,60,8,11,3,2,88,71,76,1,0,2,0,0
462,350,361,223,223,10,13,67,62,6,12,3,0,64,53,99,3,5,0,4,2
463,364,492,270,270,17,14,46,62,10,7,1,3,64,66,0,70,1,2,5,2
464,437,408,205,205,18,14,42,59,3,5,1,1,84,58,65,0,3,1,3,2
465,461,359,210,210,19,12,52,51,10,10,4,4,70,58,2,68,1,2,0,3
466,592,397,208,208,6,12,54,41,16,21,6,7,74,99,1,71,2,3,3,4
467,433,427,186,186,17,12,42,54,12,15,3,7,72,60,64,0,1,1,4,0
468,465,355,242,242,10,10,49,47,12,12,2,4,66,75,0,68,2,3,3,5
469,353,381,251,251,14,12,51,51,12,15,7,5,60,69,0,76,4,5,0,2
470,612,311,164,164,13,14,39,46,17,8,7,14,79,57,0,55,3,1,3,1
471,369,630,212,212,19,16,42,50,7,15,5,3,66,66,2,56,2,2,5,0
472,405,374,264,264,18,25,54,50,10,5,0,3,65,60,0,58,4,1,2,4
473,577,391,224,224,8,14,44,36,15,10,3,9,70,70,8,56,1,0,1,2
474,284,558,227,227,14,11,50,62,11,7,4,6,66,63,82,0,2,2,1,4
475,733,303,174,174,15,13,40,50,9,2,3,4,79,39,3,58,0,1,0,6
476,464,226,257,257,16,22,62,48,6,8,5,2,83,72,1,70,0,3,2,4
477,565,360,220,220,8,14,56,37,18,12,4,11,73,57,2,68,2,1,2,2
478,320,375,264,264,24,12,57,69,12,8,1,4,65,54,6,81,1,3,0,4
479,488,239,218,218,13,12,56,46,11,7,3,4,81,47,75,0,2,5,3,2
480,394,380,248,248,18,18,55,62,9,6,1,4,92,44,0,76,4,0,1,5
481,300,391,248,248,12,15,62,56,11,9,1,6,48,34,0,84,3,3,2,6
482,468,383,230,230,15,18,62,54,7,11,4,3,48,75,75,5,1,4,2,6
483,473,381,186,186,10,14,47,49,9,6,4,2,67,55,1,67,2,0,1,3
484,432,387,212,212,14,19,56,45,9,16,7,5,54,63,66,0,3,2,1,1
485,821,234,203,203,9,15,49,43,17,5,2,9,79,76,1,63,1,1,4,1
486,247,336,230,230,17,20,65,54,11,8,2,3,58,58,84,1,2,3,2,3
487,302,513,269,269,15,17,51,63,10,20,5,5,93,68,75,1,2,1,4,4
488,481,396,199,199,7,12,57,52,12,12,5,6,70,55,2,86,0,0,3,1
489,398,379,232,232,16,16,44,55,8,8,6,4,58,66,64,1,0,0,4,0
490,462,334,231,231,14,15,58,45,12,9,3,6,61,80,0,71,4,3,3,0
491,411,644,210,210,14,12,49,42,11,6,4,5,48,70,0,60,0,2,4,2
492,549,348,251,251,10,13,47,49,14,2,1,5,59,42,0,69,3,0,2,2
493,574,411,242,242,16,20,60,35,12,5,1,6,70,93,0,53,3,2,2,6
494,543,223,265,265,13,14,51,53,13,9,4,3,58,90,39,41,3,2,1,0
495,799,232,169,169,13,19,45,48,13,3,4,7,57,61,2,50,0,1,6,4
496,461,295,277,277,11,14,56,53,9,4,1,5,62,68,80,0,0,1,4,0
497,246,622,191,191,6,8,44,48,7,12,4,4,72,58,72,0,3,1,5,1
498,446,424,192,192,14,15,53,56,8,16,9,3,57,55,3,69,2,2,6,4
499,265,489,245,245,18,15,50,54,4,12,4,3,66,78,0,66,0,2,3,4
500,432,229,188,188,14,18,58,49,13,5,1,5,93,77,0,74,2,4,4,0
501,519,288,224,224,15,18,63,48,7,6,1,4,65,79,0,76,0,1,1,3
502,421,394,223,223,10,7,43,59,8,13,5,5,86,58,1,78,2,0,2,5
503,697,353,221,221,10,11,39,37,11,9,4,8,66,52,1,52,1,1,3,0
504,368,380,246,246,20,8,58,68,12,9,6,1,87,74,89,0,0,2,7,4
505,296,428,191,191,6,9,61,47,14,8,1,7,52,53,83,2,3,0,2,6
506,373,353,259,259,17,16,64,52,5,8,4,4,60,58,0,72,1,0,6,5
507,432,393,240,240,14,19,59,57,5,6,1,4,55,65,80,0,4,0,2,2
508,524,383,271,271,10,10,42,52,11,10,2,2,68,83,1,69,2,1,4,3
509,573,365,259,259,10,15,54,41,11,15,7,5,79,91,0,65,1,0,2,3
510,642,272,239,239,8,17,54,31,13,9,2,7,91,52,31,28,1,0,0,1
511,612,411,276,276,10,24,52,43,11,12,8,5,64,81,0,57,4,0,2,2
512,341,648,218,218,12,9,34,52,6,8,3,4,64,59,0,62,1,0,1,2
513,415,288,218,218,13,18,58,47,7,7,4,6,56,60,1,69,3,3,2,4
514,347,401,240,240,21,18,56,49,3,7,4,3,57,82,0,62,0,1,5,3
515,581,326,209,209,11,11,46,38,17,9,4,14,73,46,0,59,2,1,3,0
516,345,265,233,233,19,24,67,55,3,12,2,1,65,60,76,0,4,1,3,3
517,568,300,232,232,9,14,46,37,24,10,5,11,89,53,0,54,1,0,3,3
518,348,347,257,257,11,16,60,66,7,14,2,4,61,64,0,95,1,0,5,0
519,451,411,289,289,10,10,56,60,15,8,1,5,78,80,93,0,0,1,2,2
520,625,403,237,237,7,19,55,37,12,7,3,8,50,49,0,63,1,1,2,2
521,539,230,236,236,15,21,45,53,3,8,5,1,75,53,0,58,1,4,3,1
522,501,368,181,181,7,16,45,51,17,11,9,6,55,58,0,68,2,0,0,6
523,443,399,240,240,8,21,48,49,10,8,3,3,49,83,0,71,3,7,0,1
524,369,527,242,242,12,7,36,50,5,11,4,0,89,67,67,1,2,0,0,2
525,628,278,192,192,12,13,42,49,11,9,1,3,80,37,0,64,3,0,1,1
526,484,222,251,251,19,19,45,56,8,10,5,3,54,52,1,62,3,0,2,1
527,395,359,265,265,15,18,55,56,5,15,3,0,83,69,0,77,3,1,3,0
528,518,467,225,225,6,14,53,40,9,12,3,7,64,52,0,66,1,0,6,2
529,370,299,214,214,16,19,62,59,6,11,6,3,48,53,78,0,3,2,7,4
530,357,335,228,228,13,13,50,56,7,9,6,5,53,41,1,80,2,2,0,3
531,536,330,198,198,7,19,58,43,9,12,2,5,78,65,72,1,1,0,1,3
532,495,324,208,208,10,23,49,47,16,5,1,8,63,40,1,61,1,1,2,3
533,685,264,161,161,9,16,38,36,15,3,2,7,61,59,3,46,2,1,1,0
534,762,185,197,197,7,15,53,38,11,6,2,6,65,56,62,0,0,2,7,3
535,422,361,240,240,14,20,55,46,9,13,7,4,45,57,0,62,0,0,6,1
536,595,529,168,168,12,10,36,36,18,6,3,10,56,82,0,46,0,1,4,1
537,307,364,280,280,14,7,50,67,2,16,6,0,80,56,1,90,0,2,6,1
538,417,370,280,280,19,23,58,64,5,9,3,1,67,52,0,77,3,1,3,1
539,210,562,223,223,17,17,59,55,4,25,7,3,74,64,81,1,1,0,2,2
540,336,404,254,254,31,22,51,69,7,11,5,2,77,39,63,2,4,1,1,7
541,502,260,300,300,11,17,64,63,9,9,3,4,76,60,0,97,3,0,0,4
542,528,527,222,222,4,19,42,42,5,12,5,0,79,53,54,5,3,0,0,2
543,502,302,235,235,14,13,55,55,7,5,3,0,46,53,76,0,2,3,5,2
544,579,200,235,235,14,17,65,51,7,6,2,3,79,76,0,86,2,2,0,3
545,328,320,258,258,17,21,60,60,10,1,1,1,67,64,0,84,2,1,0,0
546,690,251,199,199,7,14,52,37,19,10,4,9,44,81,1,63,1,2,3,2
547,714,239,205,205,12,13,47,48,13,9,3,4,98,69,0,69,1,0,0,2
548,467,385,199,199,11,14,47,55,9,11,3,4,71,65,37,50,0,2,2,5
549,290,380,245,245,11,22,67,55,13,9,3,7,60,60,0,87,0,0,1,4
550,514,283,183,183,11,11,54,49,16,3,1,9,80,68,1,73,1,2,5,4
551,391,541,183,183,15,9,31,52,11,7,3,5,59,36,28,26,2,3,4,2
552,698,194,221,221,6,19,53,40,13,5,3,12,79,63,0,67,2,3,1,1
553,312,582,243,243,15,14,47,56,6,13,1,2,46,65,71,1,3,3,0,4
554,469,380,257,257,11,17,51,39,6,16,7,1,52,61,1,54,2,0,1,6
555,357,260,252,252,20,21,65,54,13,13,7,3,56,64,75,1,1,2,2,2
556,580,349,261,261,6,17,52,27,22,10,7,8,51,104,0,55,0,2,1,1
557,470,363,292,292,8,17,57,52,9,7,1,2,82,67,0,81,1,2,2,3
558,414,566,236,236,20,21,47,44,12,11,7,4,58,56,49,1,2,2,2,0
559,262,385,217,217,14,14,54,50,7,11,4,2,85,69,75,0,2,2,0,2
560,293,396,266,266,14,14,55,61,7,13,3,1,67,87,0,84,5,0,3,1
561,495,224,234,234,11,11,68,47,14,10,4,5,96,67,1,83,0,4,2,7
562,450,516,188,188,13,8,39,43,6,14,8,2,45,69,54,2,0,2,0,7
563,455,567,255,255,7,10,39,31,9,13,3,3,91,66,50,0,4,0,2,1
564,583,334,204,204,7,12,46,40,22,6,3,13,59,76,0,64,0,1,5,1
565,293,334,242,242,14,14,55,51,11,7,4,6,49,48,0,72,0,2,6,1
566,295,455,290,290,18,19,58,55,13,16,6,8,57,57,39,34,1,3,4,2
567,433,302,234,234,14,16,51,53,16,14,3,5,72,65,2,69,1,1,6,0
568,531,439,236,236,15,16,39,37,8,4,3,4,49,44,0,43,3,3,4,0
569,445,372,218,218,18,15,53,52,8,10,7,0,60,57,70,0,1,3,0,3
570,347,350,223,223,18,12,65,49,13,6,6,7,41,86,0,82,3,0,0,3
571,691,224,278,278,13,17,44,36,13,9,6,9,58,48,1,50,0,1,1,2
572,437,440,193,193,14,14,50,51,12,8,5,6,67,74,64,0,0,1,5,5
573,360,480,199,199,13,16,55,36,11,7,4,3,44,73,3,60,2,4,0,3
574,318,538,229,229,18,12,56,51,10,11,3,3,43,74,75,0,1,3,1,2
575,567,310,227,227,9,17,44,32,3,11,5,2,48,51,56,1,2,1,3,1
576,413,462,222,222,8,14,53,60,10,12,2,5,101,64,45,46,4,1,1,1
577,555,277,245,245,14,9,62,49,8,7,3,5,61,88,84,1,2,1,0,5
578,609,435,191,191,11,11,47,37,25,9,4,7,52,127,1,57,0,2,3,1
579,359,250,237,237,21,25,48,46,3,11,8,2,45,51,42,1,0,0,4,3
580,286,437,231,231,19,16,72,51,6,9,2,3,49,48,71,7,4,0,5,6
581,313,479,278,278,11,18,66,46,5,14,2,3,52,48,77,1,1,0,1,4
582,482,476,253,253,11,15,49,41,9,19,8,5,46,79,64,0,0,2,0,1
583,390,509,261,261,15,21,45,51,10,10,5,3,63,92,63,0,2,3,0,1
584,433,283,233,233,23,22,58,56,12,7,1,9,55,66,0,67,1,1,3,1
585,652,247,183,183,10,22,60,40,13,7,2,8,51,58,0,61,2,0,5,2
586,660,286,207,207,11,14,44,43,8,9,5,5,66,54,58,2,3,2,2,1
587,395,367,269,269,21,16,47,60,9,13,4,5,73,43,72,0,3,0,2,3
588,398,328,274,274,13,17,66,46,2,9,4,2,64,61,78,0,0,1,3,1
589,476,297,250,250,16,17,46,56,14,10,6,10,46,59,0,69,0,2,3,0
590,369,593,211,211,17,13,35,41,9,6,5,6,48,34,46,0,4,0,0,3
591,376,461,241,241,18,20,52,48,5,12,4,3,81,83,0,61,2,3,1,1
592,450,387,205,205,14,22,63,45,16,8,3,3,62,75,70,0,0,2,4,2
593,433,548,201,201,15,10,38,41,11,16,12,6,45,61,48,1,1,0,5,1
594,377,479,261,261,18,23,57,51,7,10,1,4,62,53,63,1,0,1,1,4
595,453,408,159,159,7,5,43,49,14,16,8,6,54,61,74,0,4,5,3,4
596,314,469,257,257,16,19,49,63,12,7,2,5,78,67,72,0,3,0,8,0
597,343,345,235,235,14,19,61,69,14,5,2,6,64,57,0,88,2,1,3,6
598,458,480,216,216,9,18,47,42,14,8,4,5,97,64,58,0,2,2,0,5
599,264,553,275,275,22,12,54,46,13,15,6,7,52,84,4,64,1,1,0,3
600,267,367,261,261,18,25,51,56,10,10,3,2,54,46,64,0,3,0,3,2
601,465,382,273,273,16,16,48,46,5,16,2,4,68,31,58,0,2,1,3,3
602,640,399,188,188,12,10,34,40,21,10,3,11,71,55,0,47,0,0,2,3
603,637,407,232,232,7,25,61,33,12,8,3,5,42,77,1,60,7,1,3,1
604,649,352,219,219,11,19,53,34,7,7,5,3,62,51,0,52,2,5,3,2
605,299,235,206,206,27,21,59,61,6,7,2,0,47,37,1,66,2,2,9,1
606,284,541,231,231,18,15,50,51,10,8,4,0,69,69,69,0,5,1,1,0
607,360,402,264,264,13,13,68,56,5,10,3,3,64,55,0,92,1,0,5,0
608,527,311,229,229,9,14,57,51,9,5,1,2,83,76,0,79,3,1,2,3
609,485,285,275,275,23,14,45,63,16,8,2,7,55,75,0,68,1,4,4,0
610,431,385,259,259,9,17,63,56,7,11,6,3,52,83,1,88,0,4,4,3
611,751,320,167,167,12,19,42,41,16,10,6,7,53,71,1,45,0,2,5,3
612,281,442,226,226,14,13,44,62,11,8,3,4,67,50,0,79,1,1,2,1
613,696,226,199,199,15,19,53,48,9,4,2,4,99,74,0,67,0,6,0,2
614,532,241,263,263,10,12,60,58,16,6,7,3,80,65,3,86,0,4,6,2
615,350,569,236,236,17,14,39,49,12,11,5,7,72,63,25,34,0,0,1,0
616,511,338,231,231,17,22,57,47,16,3,0,4,43,58,0,61,2,1,3,3
617,621,437,192,192,12,11,51,36,20,9,3,10,40,76,2,60,0,0,1,3
618,295,336,288,288,14,13,74,67,5,6,1,3,58,77,0,107,1,2,5,2
619,544,270,229,229,12,23,57,61,4,18,9,1,56,50,1,77,0,0,2,4
620,391,484,259,259,13,8,45,36,8,8,3,4,69,67,56,0,2,1,3,1
621,396,520,203,203,22,12,42,48,8,15,6,2,39,53,48,1,2,1,3,5
622,301,407,251,251,16,13,54,50,5,8,5,4,41,43,0,71,1,6,3,2
623,423,193,243,243,13,20,66,48,11,9,3,5,54,71,77,0,1,6,2,6
624,246,436,215,215,11,18,66,44,12,12,6,5,63,69,76,0,3,1,4,3
625,618,325,194,194,14,20,45,52,17,8,4,4,87,73,0,62,0,3,2,1
626,415,552,256,256,15,12,47,54,10,11,8,2,59,84,66,1,2,3,2,6
627,397,510,247,247,11,13,50,39,8,15,10,2,49,82,62,0,1,1,1,3
628,371,723,217,217,14,13,37,42,10,19,6,5,77,64,52,1,3,1,1,3
629,496,293,239,239,12,15,60,61,15,2,2,3,50,62,2,83,1,4,5,5
630,388,388,250,250,20,13,58,52,7,8,5,4,58,43,74,0,1,2,0,6
631,304,738,184,184,12,11,37,51,8,11,8,1,80,63,54,0,1,0,3,8
632,483,409,252,252,18,11,45,53,13,15,3,5,62,68,66,0,2,0,4,2
633,474,433,221,221,22,14,46,58,15,7,6,3,57,59,2,62,1,2,4,1
634,420,413,223,223,12,14,49,60,13,11,3,4,63,77,0,84,1,0,1,1
635,550,447,208,208,13,11,42,49,16,12,2,12,63,75,0,61,2,0,5,0
636,435,384,241,241,8,16,51,43,9,13,7,6,55,50,1,61,4,4,6,3
637,516,357,198,198,15,12,52,51,15,9,3,9,69,34,2,62,0,3,9,4
638,260,362,279,279,20,20,51,59,6,9,7,2,53,49,0,69,0,2,4,1
639,507,353,205,205,13,17,57,45,12,6,3,7,66,50,65,0,1,1,2,5
640,507,403,193,193,9,10,48,37,4,16,9,0,66,56,0,61,1,1,2,3
641,367,415,238,238,10,16,54,54,15,6,4,4,63,78,0,78,1,5,2,3
642,536,325,241,241,9,24,58,45,8,9,6,5,48,52,2,66,0,2,4,0
643,469,423,234,234,17,11,49,48,9,12,4,4,87,46,65,0,1,2,1,3
644,408,354,234,234,18,18,54,50,12,12,6,3,59,43,35,33,2,2,4,4
645,647,336,266,266,7,23,59,36,11,7,1,3,87,85,2,66,3,1,0,0
646,507,550,267,267,17,21,43,50,10,12,5,5,57,44,0,55,0,2,0,2
647,574,255,216,216,10,25,52,43,12,16,8,7,98,50,0,56,0,0,5,0
648,298,408,285,285,19,15,46,56,11,9,5,8,63,54,68,2,2,1,1,1
649,322,415,218,218,10,28,61,40,11,12,4,5,70,70,0,54,0,2,6,3
650,641,438,222,222,9,9,42,48,24,3,1,9,66,77,0,64,0,1,6,3
651,419,397,206,206,10,18,55,58,8,10,5,6,71,40,77,0,3,2,6,4
652,360,469,215,215,16,18,64,58,10,11,5,3,65,70,0,81,1,1,1,9
653,406,405,263,263,15,19,51,54,9,13,7,5,61,64,0,70,4,1,4,0
654,442,412,174,174,16,10,41,55,9,6,4,5,30,43,67,1,1,0,2,1
655,572,519,223,223,10,12,41,41,17,8,3,6,60,46,1,55,2,1,2,5
656,446,249,227,227,8,28,77,38,8,16,6,3,48,68,0,74,2,3,1,4
657,415,383,248,248,18,10,56,53,12,9,3,2,63,56,76,0,1,1,1,5
658,530,366,203,203,10,13,39,49,11,10,6,7,74,59,1,60,0,2,2,2
659,674,215,194,194,11,17,45,40,11,8,2,4,40,52,0,59,2,4,0,1
