,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
660,561,358,214,214,17,12,46,50,6,9,5,4,83,51,66,1,2,3,0,3
661,575,329,238,238,11,15,53,48,12,10,5,5,65,58,0,74,2,2,2,0
662,535,292,225,225,13,20,47,44,8,12,3,2,81,60,0,55,0,0,4,0
663,575,234,253,253,8,16,62,59,13,3,2,6,62,56,90,0,0,2,2,5
664,532,323,222,222,11,22,60,41,14,15,4,6,58,73,1,64,3,2,4,1
665,305,402,266,266,20,18,54,52,7,12,4,5,50,54,63,1,1,1,5,2
666,507,287,257,257,16,19,52,61,9,7,1,5,71,55,0,74,6,1,4,0
667,510,331,235,235,13,15,59,46,14,17,5,5,68,60,2,65,3,2,5,6
668,379,455,247,247,13,21,52,49,17,11,4,6,85,64,0,66,0,2,2,0
669,397,316,255,255,19,19,53,59,6,14,7,2,56,65,1,74,3,2,1,1
670,484,293,230,230,9,17,60,48,10,11,6,5,67,80,3,74,2,1,5,2
671,546,321,230,230,13,18,60,46,14,3,1,5,62,65,1,76,3,4,2,1
672,594,427,190,190,10,8,44,45,14,10,4,8,81,75,0,65,0,2,4,4
673,437,264,312,312,16,16,48,55,7,14,4,1,48,73,2,66,2,4,2,3
674,615,288,227,227,13,19,44,43,15,4,2,8,46,75,53,0,0,5,1,1
675,447,496,210,210,12,15,54,37,15,24,9,5,85,69,61,0,1,0,1,5
676,687,353,175,175,10,13,39,39,11,12,5,4,108,58,1,51,1,1,2,4
677,380,343,206,206,15,22,53,52,16,15,6,8,57,56,0,64,2,0,0,4
678,565,239,190,190,18,10,45,56,10,5,3,6,47,49,0,67,3,0,1,7
679,340,352,290,290,16,18,60,57,9,5,2,5,44,64,76,1,2,2,5,1
680,334,468,180,180,12,13,39,52,12,22,11,7,62,32,65,0,2,1,0,2
681,359,510,186,186,12,12,44,45,12,10,5,9,57,73,58,2,1,0,2,5
682,290,369,264,264,21,22,53,61,16,11,4,9,63,55,70,1,5,0,2,0
683,368,389,212,212,15,22,62,46,23,10,3,6,53,77,9,70,0,0,3,2
684,337,436,210,210,12,9,51,64,8,10,4,3,69,58,1,88,3,0,1,5
685,708,320,205,205,12,13,37,41,13,5,4,7,46,68,1,51,1,1,2,2
686,635,209,229,229,7,11,55,43,11,8,0,6,82,68,0,81,1,2,0,0
687,538,239,232,232,9,23,67,44,15,7,3,7,56,45,0,73,2,3,5,3
688,261,409,274,274,20,11,42,56,13,13,5,3,65,61,2,69,2,3,1,0
689,427,302,218,218,9,13,53,48,16,13,3,6,46,57,0,74,2,2,5,0
690,640,338,167,167,8,10,48,41,22,6,3,9,99,62,0,65,0,2,3,3
691,284,456,248,248,19,17,53,46,9,14,6,6,60,53,0,60,1,2,2,3
692,342,519,241,241,9,15,51,53,7,11,6,0,49,40,74,3,2,1,3,4
693,492,539,181,181,12,12,40,41,19,7,1,11,85,83,0,57,1,2,3,0
694,357,431,194,194,18,12,43,58,9,17,6,6,67,59,71,0,1,0,1,2
695,353,550,262,262,13,13,45,46,6,8,2,4,72,64,63,1,4,0,0,1
696,240,454,228,228,20,11,57,59,7,10,0,4,71,37,1,82,1,1,2,3
697,533,279,262,262,12,12,46,59,11,9,3,5,61,51,0,66,2,2,14,2
698,237,430,241,241,22,18,57,62,9,14,9,2,75,67,77,0,1,3,1,3
699,535,270,196,196,9,18,43,41,13,9,7,9,57,41,0,55,0,1,1,2
700,630,271,183,183,9,5,36,43,12,7,1,6,64,38,0,59,1,1,4,2
701,334,492,187,187,14,13,39,49,12,13,7,5,74,53,2,60,2,1,0,1
702,640,256,226,226,10,15,48,34,6,7,3,4,79,62,54,0,2,4,1,2
703,438,434,239,239,6,14,63,47,9,6,0,6,47,39,86,0,1,1,3,4
704,278,418,242,242,11,17,56,53,15,7,1,8,53,60,34,42,1,4,5,1
705,284,487,211,211,16,7,41,58,13,21,6,6,69,70,73,1,1,1,1,1
706,519,313,196,196,6,21,55,46,7,11,2,8,50,52,0,58,1,3,13,3
707,457,378,244,244,9,19,45,45,7,14,7,8,88,42,61,0,3,2,5,1
708,555,255,201,201,20,19,59,50,20,7,4,7,71,65,0,68,2,2,1,2
709,316,541,233,233,12,17,60,49,12,9,1,4,69,61,78,1,1,1,2,1
710,541,235,205,205,11,12,40,53,9,9,9,3,50,75,0,64,0,4,5,1
711,536,267,256,256,11,22,51,48,8,9,3,4,78,49,2,56,1,2,5,5
712,373,458,222,222,12,18,54,40,9,13,5,3,50,87,66,0,3,3,0,0
713,396,568,221,221,10,22,50,55,4,14,8,0,73,41,69,0,1,1,1,5
714,549,358,313,313,13,10,51,42,23,10,4,8,58,59,1,66,2,6,0,4
715,389,356,255,255,16,19,63,54,11,7,4,3,37,41,2,73,0,1,2,6
716,508,385,239,239,12,12,47,41,8,11,8,6,56,60,3,58,2,4,3,2
717,381,257,264,264,20,20,62,58,12,10,1,1,46,40,0,72,3,3,6,2
718,579,374,189,189,4,10,49,31,9,12,5,10,88,60,0,63,0,3,2,2
719,454,460,207,207,9,10,37,53,14,9,2,11,77,49,0,71,4,0,2,0
720,580,309,241,241,17,12,51,51,9,8,3,1,41,72,0,71,0,3,2,2
721,443,443,191,192,17,13,46,43,16,10,5,8,79,83,0,58,2,1,3,0
722,450,367,223,223,12,19,55,39,10,9,5,3,67,72,1,61,2,2,1,1
723,367,471,239,221,14,18,57,48,8,10,8,0,42,79,69,0,1,4,0,3
724,351,403,190,225,13,25,57,46,13,14,6,3,46,73,60,2,0,0,3,3
725,621,308,174,176,9,16,55,47,15,7,4,4,52,69,0,73,1,3,5,0
726,447,275,216,191,14,19,57,41,14,9,4,8,71,69,1,61,0,1,1,4
727,232,637,159,206,15,15,38,56,11,6,8,4,37,75,58,0,2,1,4,5
728,418,354,202,227,11,21,54,53,12,8,2,5,59,65,0,67,1,1,6,2
729,349,239,302,302,15,19,71,68,5,5,2,3,51,61,96,0,4,1,5,5
730,392,392,236,223,12,22,55,48,10,13,6,8,72,58,66,0,4,1,2,3
731,468,452,141,160,9,9,31,41,7,14,8,3,46,51,53,0,2,0,1,2
732,538,231,208,198,18,17,52,54,14,4,3,3,43,41,0,67,1,1,3,2
733,353,381,193,193,19,18,51,47,5,8,7,4,60,45,0,59,0,0,0,2
734,439,323,236,246,16,18,46,45,14,7,4,4,69,62,0,57,1,1,1,1
735,695,183,174,159,11,20,56,45,16,8,1,9,75,53,1,68,3,0,3,1
736,509,321,275,247,14,19,56,50,11,6,1,5,69,65,5,69,2,6,4,1
737,443,471,229,212,16,14,46,52,8,12,5,0,72,68,3,67,7,2,0,0
738,580,231,171,196,9,16,59,45,19,5,3,14,79,67,5,75,1,4,3,1
739,261,414,217,259,20,14,51,60,8,12,7,2,41,60,1,75,1,2,2,0
740,279,559,180,174,12,12,44,55,6,20,8,3,56,51,69,0,0,3,3,3
741,343,445,245,231,20,10,61,60,14,7,3,3,54,79,87,0,1,1,3,2
742,457,327,173,181,10,15,51,39,13,12,8,2,86,71,0,62,1,8,0,4
743,304,426,233,234,11,14,53,57,7,13,5,5,63,62,0,79,4,1,5,2
744,588,335,209,214,13,10,44,39,8,8,6,4,57,63,26,35,1,2,2,0
745,292,384,143,171,11,11,48,61,9,20,5,3,52,61,80,0,1,1,7,0
746,333,424,193,193,12,16,52,47,15,7,2,4,33,30,30,39,4,1,3,1
747,711,253,175,184,10,12,54,23,20,7,2,11,42,67,1,54,0,1,0,1
748,430,371,211,198,10,14,53,41,7,9,3,2,27,53,68,0,2,0,2,1
749,466,300,170,213,12,23,58,47,15,6,2,9,69,61,0,66,0,3,2,2
750,348,435,222,238,15,15,57,57,12,8,4,6,45,79,78,7,4,3,4,2
751,313,439,177,186,17,14,52,55,14,7,1,4,68,59,16,58,1,1,2,1
752,624,286,181,208,13,17,49,39,13,12,7,8,47,67,4,52,0,0,2,2
753,404,635,177,200,15,16,44,47,3,12,3,0,66,60,56,0,1,0,1,2
754,270,513,207,196,15,16,47,46,6,12,2,2,60,59,61,1,2,1,1,1
755,344,586,200,208,12,18,48,48,9,10,6,6,59,59,61,4,3,1,0,5
756,433,383,193,191,15,17,43,45,11,8,3,6,77,72,0,55,3,2,0,2
757,432,399,189,182,13,11,47,41,15,10,6,6,63,61,62,0,2,5,3,1
758,433,454,198,175,23,13,33,53,19,3,3,6,59,52,15,38,0,2,2,1
759,312,337,255,230,18,16,54,55,7,11,4,5,52,51,72,0,2,1,0,3
760,765,174,185,185,11,9,45,38,15,7,7,8,96,81,1,61,0,4,0,3
761,486,571,185,185,5,7,30,34,11,10,4,9,75,59,0,51,2,3,2,0
762,354,385,218,218,14,11,36,48,7,16,10,4,44,76,57,0,0,0,1,1
763,348,409,217,217,12,16,46,46,11,4,2,3,67,33,0,61,2,4,0,4
764,371,475,278,278,10,12,55,46,10,5,2,5,79,57,4,69,3,2,6,3
765,400,494,220,220,11,10,43,48,10,24,7,4,91,92,68,0,2,2,2,1
766,453,405,197,197,8,12,46,47,8,16,8,2,65,53,1,67,1,1,4,3
767,447,375,237,237,7,11,61,46,12,14,1,3,97,66,81,0,2,0,3,5
768,329,488,197,197,13,17,40,44,18,6,2,8,65,60,0,51,5,2,2,2
769,284,594,251,251,18,17,48,54,5,10,3,5,79,69,62,0,0,1,5,2
770,387,345,216,216,10,11,43,53,9,11,7,5,62,63,74,0,2,1,0,2
771,650,318,157,157,10,12,41,34,16,9,4,9,50,53,0,46,2,4,2,5
772,319,511,209,209,15,19,63,48,4,7,1,0,46,75,75,1,0,0,1,3
773,441,429,245,245,8,10,52,44,15,18,6,6,80,63,1,77,3,1,2,0
774,488,277,367,367,6,14,49,44,11,14,11,4,73,61,67,0,1,3,5,1
775,271,527,251,251,12,14,55,49,12,12,5,7,72,63,0,76,3,1,3,3
776,293,407,275,275,14,17,53,55,11,14,2,5,78,65,74,2,1,1,2,1
777,525,287,223,223,10,17,48,44,21,5,2,7,81,91,64,4,0,0,2,1
778,266,583,213,213,8,9,51,48,16,17,6,5,64,67,74,0,1,1,4,4
779,264,414,279,279,25,12,48,61,15,6,1,9,64,83,0,71,1,1,2,1
780,553,278,205,205,16,14,49,53,20,3,1,7,95,54,0,70,1,5,1,2
781,573,379,189,189,6,6,37,49,11,10,4,6,73,50,1,70,0,1,2,1
782,447,342,236,236,10,17,57,34,6,11,3,4,57,61,63,0,0,3,1,0
783,349,520,256,256,15,15,51,40,13,12,2,9,76,68,60,0,0,2,0,2
784,746,260,223,223,11,12,33,46,11,9,4,5,73,74,57,0,2,1,0,0
785,330,345,223,223,19,20,47,53,8,10,6,1,51,51,1,59,1,3,3,1
786,369,481,206,206,11,24,65,43,12,15,6,4,62,55,1,68,1,1,1,4
787,354,508,256,256,23,9,43,56,18,8,3,9,96,64,0,63,4,1,2,2
788,422,312,280,280,18,18,59,55,7,15,7,3,54,61,77,0,2,0,4,0
789,450,342,246,246,14,11,48,51,9,15,9,4,58,64,71,0,0,4,1,3
790,430,508,204,204,20,8,40,47,13,13,8,7,68,59,53,20,1,3,2,3
791,401,449,235,235,16,9,38,46,3,11,3,3,55,39,55,1,2,1,5,1
792,400,265,282,282,16,16,65,60,11,11,5,4,72,79,0,84,4,1,5,6
793,239,783,335,335,11,19,52,40,6,13,8,2,51,77,62,0,1,2,1,0
794,436,328,198,198,18,10,46,58,9,8,5,3,106,66,73,3,3,2,3,2
795,537,355,188,188,18,16,48,47,11,7,2,7,59,42,2,56,3,0,0,2
796,350,361,257,257,16,11,46,69,11,10,0,3,68,63,87,0,4,3,1,0
797,354,478,276,276,17,12,58,61,14,7,5,6,59,50,2,85,1,0,1,2
798,336,478,259,259,10,10,53,60,11,11,5,3,69,62,0,91,1,0,2,1
799,307,779,178,178,9,9,34,30,4,18,11,1,51,64,43,0,5,0,4,0
800,304,482,241,241,10,12,61,60,22,12,6,7,69,73,95,1,3,0,2,3
801,490,385,250,250,15,12,46,54,12,12,2,6,95,59,0,71,1,0,1,3
802,505,420,217,217,17,10,42,49,11,7,1,6,60,46,0,61,2,1,2,2
803,400,442,231,231,12,12,53,56,8,9,5,2,81,96,0,87,0,1,0,0
804,481,266,209,209,18,18,53,66,14,8,2,5,89,49,0,80,2,0,3,0
805,462,405,232,232,6,8,52,50,13,18,4,7,55,53,0,79,2,1,5,3
806,294,559,182,182,12,12,42,50,10,15,4,3,70,62,0,64,3,1,4,4
807,327,352,217,217,13,16,54,54,14,7,0,8,78,64,0,74,1,1,3,4
808,276,465,371,371,14,16,55,57,8,15,7,4,88,84,1,80,5,1,3,0
809,326,346,298,298,22,13,62,63,11,15,8,4,71,54,89,0,2,2,1,2
810,290,427,247,247,16,17,52,63,9,12,1,2,65,89,82,0,5,1,0,0
811,471,372,200,200,13,19,48,55,7,12,6,3,64,43,1,68,6,1,4,0
812,619,243,210,210,8,23,56,32,10,6,2,7,43,60,0,54,1,1,1,4
813,333,479,211,211,16,22,61,51,10,11,3,6,74,55,0,74,1,1,0,1
814,475,392,261,261,8,14,63,41,10,14,5,2,80,93,0,81,1,2,0,1
815,401,519,191,191,17,8,49,48,8,10,6,8,60,59,0,66,0,3,4,3
816,474,429,265,265,16,14,54,46,8,6,2,2,65,85,1,69,2,0,0,2
817,441,682,151,151,7,6,31,35,9,15,8,3,49,65,0,50,0,0,3,2
818,368,498,214,214,14,10,36,47,17,5,1,11,63,38,54,0,2,1,4,2
819,539,390,217,217,20,18,42,45,14,6,0,7,68,46,0,50,4,1,2,0
820,632,316,256,256,3,11,53,52,17,7,2,2,77,86,0,89,0,0,1,1
821,333,473,384,384,18,17,57,48,12,15,5,3,59,75,65,0,1,0,3,3
822,534,397,244,244,14,15,52,50,8,11,4,6,75,65,67,2,1,0,5,2
823,552,345,283,283,16,19,58,53,9,13,7,2,39,70,0,76,0,1,1,1
824,513,505,245,245,7,16,39,36,9,8,3,3,81,66,49,1,2,1,1,1
825,325,492,231,231,13,18,50,65,9,23,9,4,75,84,77,1,1,1,5,4
826,404,544,238,238,18,12,40,60,8,15,4,3,57,44,68,0,2,3,2,0
827,585,361,205,205,11,15,58,42,21,11,6,8,71,81,2,66,1,2,3,4
828,443,499,208,208,11,9,46,46,12,14,6,1,66,76,69,0,0,2,3,1
829,423,434,208,208,15,17,49,45,20,13,7,13,70,95,2,63,1,2,2,0
830,404,524,249,249,14,13,49,44,12,9,3,9,70,84,65,0,1,1,2,0
831,579,424,207,207,13,9,38,41,5,10,5,2,74,60,0,54,1,3,3,2
832,384,545,268,268,14,13,46,54,9,8,2,6,62,73,67,16,1,2,2,2
833,330,387,237,237,19,10,55,67,13,9,3,5,85,57,0,85,4,2,4,5
834,371,454,249,249,16,12,55,54,9,8,3,1,67,72,76,3,3,2,2,0
835,448,525,267,267,15,12,52,44,8,16,7,3,62,82,66,0,2,2,1,1
836,197,676,171,171,9,4,36,50,1,14,9,0,64,64,70,0,1,1,1,2
837,440,513,161,161,7,8,42,36,15,4,1,6,59,54,5,57,1,5,0,5
838,574,485,190,190,7,13,48,37,12,5,0,4,74,65,0,61,1,2,1,3
839,462,285,273,273,14,18,54,57,17,16,9,5,69,53,0,80,0,1,0,1
840,364,405,305,305,19,13,61,62,5,16,4,2,85,68,91,0,1,0,1,1
841,387,625,207,207,8,8,41,35,4,16,5,1,69,62,57,0,1,0,2,1
842,540,351,231,231,16,14,45,51,10,7,4,4,79,73,0,64,0,1,4,0
843,448,447,263,263,10,19,55,61,4,9,3,2,91,72,76,0,1,0,8,3
844,417,449,209,209,18,16,47,46,10,6,5,3,42,45,57,0,2,2,1,2
845,394,381,269,269,17,22,64,49,6,12,7,2,63,67,1,75,1,3,1,0
846,338,435,263,263,18,10,56,64,15,7,2,6,66,54,88,0,0,0,0,5
847,234,443,328,328,16,19,53,74,3,15,6,2,76,87,89,0,5,1,4,1
848,478,492,272,272,23,9,36,58,7,12,4,2,57,88,63,0,0,2,0,0
849,446,436,254,254,13,21,57,48,9,15,6,6,63,72,0,66,0,2,4,1
850,647,358,239,239,7,14,48,39,9,11,6,2,72,87,0,63,0,0,1,3
851,565,449,248,248,13,11,48,48,16,11,5,2,87,50,0,70,3,1,1,2
852,398,430,235,235,18,16,41,53,7,8,5,6,65,44,0,55,4,0,7,1
853,520,275,270,270,17,16,63,53,12,5,1,5,76,66,1,78,2,3,2,4
854,231,731,198,198,16,13,40,53,5,16,7,3,70,61,63,0,6,0,2,0
855,555,363,254,254,13,19,47,51,10,5,2,4,35,56,0,65,1,3,1,0
856,398,393,290,290,14,12,56,47,21,14,5,5,79,81,0,75,0,2,2,1
857,547,330,241,241,15,16,46,54,6,12,6,0,70,51,0,64,1,1,3,2
858,337,509,259,259,13,13,43,47,14,8,2,4,77,69,64,0,1,4,0,3
859,333,406,254,254,19,13,53,65,13,9,1,3,73,57,79,0,3,2,4,4
860,437,364,290,290,15,18,54,54,25,8,2,11,73,83,70,0,0,1,5,2
861,453,285,276,276,17,17,57,62,7,10,6,1,77,64,83,0,2,1,5,0
862,239,473,331,331,19,20,50,58,9,11,4,6,73,74,0,67,5,2,2,2
863,334,372,301,301,18,16,56,63,12,5,1,8,80,72,0,79,0,2,0,7
864,603,342,250,250,17,12,56,40,9,4,3,3,81,79,64,0,0,3,2,0
865,426,410,303,303,11,15,59,71,14,8,3,5,94,66,103,1,1,0,0,2
866,201,693,214,214,15,16,46,41,2,15,6,1,55,56,58,0,4,1,0,1
867,540,243,239,239,15,17,64,49,8,11,7,1,62,81,83,0,1,2,0,1
868,324,499,251,251,17,15,49,51,13,10,5,5,49,71,0,69,1,2,0,2
869,594,276,212,212,11,13,68,45,12,7,2,4,66,74,88,0,2,2,1,0
870,393,556,254,254,16,16,43,43,7,12,5,3,60,52,53,0,1,1,1,2
871,558,388,269,269,13,13,40,56,7,7,1,3,83,87,0,68,2,2,2,1
872,486,244,273,273,14,20,53,50,23,6,3,9,36,69,67,0,2,1,3,0
873,501,357,211,211,20,18,53,39,12,7,5,9,51,62,0,52,2,0,0,3
874,307,515,253,253,19,19,46,62,8,15,7,4,65,73,71,0,2,2,0,0
875,365,561,316,316,13,7,41,51,13,12,4,6,78,63,72,0,0,1,0,0
876,408,416,256,256,12,17,47,48,18,11,2,9,95,69,60,1,1,0,4,2
877,355,472,281,281,18,14,49,64,13,13,3,6,62,68,78,1,2,1,3,0
878,531,315,235,235,12,12,47,43,8,14,7,2,66,43,0,61,3,1,2,3
879,403,472,233,233,14,14,54,50,9,14,6,4,54,62,70,69,1,5,5,3
880,430,516,201,201,15,13,42,45,5,13,4,3,52,63,0,58,1,1,2,2
881,546,298,244,244,11,20,57,57,14,11,5,3,67,83,1,80,1,1,3,0
882,535,429,214,214,17,17,47,42,7,14,7,7,67,88,0,53,0,4,0,4
883,320,615,244,244,10,16,46,49,12,13,6,4,71,51,65,0,1,0,2,2
884,550,433,202,202,13,11,47,52,15,12,3,5,71,47,0,74,5,1,1,2
885,498,451,204,204,16,15,38,45,16,16,5,7,98,81,48,0,4,0,3,1
886,519,383,233,233,15,15,56,57,15,6,2,5,93,71,2,80,0,2,1,1
887,643,258,226,226,10,15,60,35,8,2,1,3,60,79,1,70,1,2,0,1
888,544,373,267,267,16,22,60,48,17,5,2,7,60,63,0,68,1,1,4,1
889,385,542,213,213,22,8,38,53,5,20,9,5,82,59,56,0,1,1,3,3
890,720,275,230,230,11,12,44,45,10,5,3,4,87,81,0,66,1,3,1,1
891,304,469,299,299,22,15,65,71,7,14,6,2,84,87,98,0,0,2,1,2
892,442,402,228,228,12,16,50,40,8,9,3,6,80,69,62,1,0,1,1,0
893,372,631,254,254,11,16,51,50,16,11,3,7,69,44,71,0,4,2,3,1
894,447,406,254,254,13,16,47,51,12,5,2,2,58,54,1,64,2,1,2,4
895,519,433,256,256,13,19,44,46,10,5,2,4,59,58,55,1,2,3,1,0
896,347,640,202,202,19,7,42,50,10,16,7,5,63,66,0,60,0,2,2,4
897,334,319,272,272,22,14,67,61,9,8,2,4,62,82,0,89,1,0,1,2
898,443,557,279,279,17,16,50,47,13,14,6,3,67,68,59,0,1,2,2,3
899,317,488,255,255,12,13,63,54,9,11,3,4,68,83,88,0,0,0,1,3
900,356,431,246,246,9,11,55,43,14,16,3,6,65,63,1,77,4,3,1,1
901,375,590,210,210,11,9,41,42,20,8,5,11,55,57,64,0,1,2,0,0
902,406,400,245,245,12,20,61,44,9,15,6,5,70,70,71,0,2,2,2,1
903,370,592,235,235,15,11,38,52,6,10,3,2,55,68,59,0,0,1,3,2
904,406,440,274,274,12,11,57,48,8,16,1,4,66,67,80,1,3,4,0,3
905,538,345,279,279,14,18,50,49,15,12,5,6,43,41,0,64,1,1,1,2
906,391,418,255,255,20,21,64,63,8,13,9,4,78,72,1,82,2,1,3,2
907,525,321,236,236,14,18,49,56,12,2,1,4,55,81,1,68,0,3,5,0
908,405,484,235,235,15,18,47,45,13,9,2,4,75,82,57,0,1,2,3,1
909,375,371,304,304,13,5,44,66,9,16,6,6,67,56,52,36,1,1,1,6
910,360,404,259,259,13,17,50,53,19,12,5,9,68,73,73,0,2,3,0,1
911,521,420,251,251,11,8,41,47,11,8,3,2,71,49,1,62,1,1,0,5
912,375,496,252,252,11,13,57,49,10,14,6,1,74,52,80,0,1,2,0,1
913,180,652,231,231,11,13,56,43,6,19,9,5,93,70,67,1,0,0,3,5
914,351,353,222,222,9,16,53,54,14,18,9,7,70,40,78,1,1,1,0,3
915,581,478,183,183,13,7,43,50,12,11,4,5,84,77,26,43,2,2,1,5
916,435,228,259,259,21,22,62,58,12,6,2,5,51,72,67,1,1,2,8,2
917,603,379,219,219,13,8,46,35,8,17,8,5,84,59,26,31,1,2,1,2
918,223,414,293,293,13,24,63,58,10,9,3,6,59,61,0,78,2,3,2,4
919,291,480,205,205,15,8,42,63,8,18,7,7,84,59,80,0,1,0,1,1
920,504,369,262,262,15,19,51,61,12,8,3,7,76,78,2,76,3,3,3,2
921,467,374,231,231,7,18,53,48,12,8,3,5,54,52,2,76,3,0,0,2
922,848,152,204,204,8,12,44,39,23,7,1,8,38,71,0,61,0,2,2,0
923,441,333,229,229,11,10,48,45,18,15,9,7,72,81,68,0,0,2,3,2
924,424,379,229,229,12,17,54,42,6,12,7,6,52,68,0,66,4,2,1,1
925,420,384,277,277,27,10,61,64,5,15,7,2,51,45,83,0,1,1,1,5
926,613,429,234,234,12,16,48,46,11,7,3,2,58,66,9,63,1,2,4,1
927,435,245,307,307,7,27,73,48,15,10,5,6,54,77,2,84,0,2,1,1
928,423,597,198,198,13,6,29,56,13,15,6,1,61,65,68,0,1,1,0,0
929,544,401,226,226,16,8,49,55,6,19,5,4,68,73,4,76,0,0,2,0
930,388,428,226,226,9,19,49,44,13,14,5,8,81,82,0,64,6,2,1,2
931,328,457,231,231,10,13,52,56,8,14,3,5,78,54,82,0,3,1,1,2
932,330,564,250,250,12,15,54,49,12,10,5,3,80,82,73,0,1,0,0,3
933,421,201,279,279,17,21,67,48,22,4,4,11,77,68,0,75,2,1,1,3
934,507,448,248,248,13,10,42,43,12,11,7,4,80,73,58,0,2,0,2,3
935,324,716,187,187,6,8,44,58,9,12,5,4,84,83,85,0,3,0,2,1
936,318,523,243,243,17,18,53,65,12,10,7,9,66,74,5,77,0,1,3,1
937,482,442,208,208,16,14,44,53,9,7,1,3,74,57,61,0,0,0,2,4
938,356,412,249,249,14,17,54,53,2,10,2,0,67,84,0,76,0,0,0,0
939,368,553,263,263,12,14,54,59,17,9,5,3,73,61,86,0,1,0,0,2
940,547,397,196,196,15,6,35,43,16,14,6,10,86,63,51,0,3,1,5,1
941,446,372,302,302,15,13,43,49,15,6,5,6,70,63,63,0,3,0,0,1
942,478,246,255,255,15,20,61,48,22,5,4,10,91,66,71,0,0,1,3,1
943,274,691,238,238,8,13,56,41,7,29,12,4,55,82,72,0,0,0,0,4
944,335,607,255,255,15,10,41,51,10,9,5,7,86,65,1,60,3,1,5,2
945,395,549,235,235,15,18,52,48,13,11,3,5,62,51,2,63,2,1,2,3
946,250,732,199,199,9,19,46,43,12,9,3,9,60,72,55,0,2,2,6,2
947,403,271,279,279,18,16,52,59,14,8,4,5,55,55,3,75,2,2,0,1
948,286,413,249,249,20,13,51,56,9,21,2,3,78,63,72,0,0,0,1,1
949,428,531,216,216,8,15,53,39,9,15,2,7,68,52,59,6,1,1,1,3
950,379,263,289,289,23,16,61,65,11,12,8,2,68,38,0,86,0,0,0,3
951,277,705,226,226,13,10,45,55,6,21,8,2,81,62,76,0,5,0,1,0
952,402,333,238,238,22,19,50,57,12,11,7,7,63,64,66,1,1,0,3,1
953,449,526,245,245,10,9,57,44,9,14,6,3,69,81,74,0,1,1,2,5
954,427,385,242,242,18,16,60,48,16,13,6,4,74,65,71,0,2,0,2,1
955,315,445,197,197,12,11,44,47,4,20,8,3,62,70,64,2,2,0,2,3
956,437,417,260,260,15,21,47,60,11,11,3,5,74,49,1,71,4,0,2,0
957,379,424,268,268,14,18,53,58,11,13,4,4,68,55,76,1,2,1,2,2
958,447,466,191,191,17,15,45,53,10,15,7,7,70,53,0,65,1,1,1,0
959,411,418,245,245,18,19,52,50,11,7,1,4,74,72,5,62,1,2,2,1
960,406,594,190,190,11,17,57,43,7,15,8,5,80,58,66,0,1,0,3,3
961,707,227,187,187,13,16,42,46,15,6,3,5,56,47,0,58,1,0,0,1
962,632,272,281,281,16,21,49,53,13,5,3,6,87,70,1,58,1,3,3,5
963,405,385,213,213,18,17,60,51,12,8,4,3,62,65,72,0,2,1,5,1
964,438,442,251,251,15,16,51,63,10,9,1,3,73,40,83,0,0,0,1,1
965,471,511,193,193,8,11,36,38,14,10,6,7,50,48,49,0,2,0,2,4
966,451,289,298,298,14,17,67,54,10,7,4,7,101,36,1,82,0,3,2,5
967,337,508,231,231,19,14,43,48,10,18,7,6,41,39,56,0,1,2,0,3
968,558,304,205,205,17,16,45,50,18,12,5,8,85,65,0,60,3,0,3,1
969,465,485,220,220,12,16,44,40,14,10,5,4,61,59,0,50,0,1,2,4
970,340,536,257,257,18,13,46,61,9,17,6,4,66,67,4,71,1,3,4,4
971,425,455,221,221,11,14,50,57,9,13,2,3,103,55,0,80,6,2,0,0
972,570,338,205,205,6,14,56,44,9,19,7,3,86,92,1,76,2,2,2,1
973,481,321,208,208,15,15,47,47,9,14,5,3,72,57,62,0,1,0,0,3
974,623,193,221,221,15,12,46,50,17,2,2,12,73,48,0,69,1,1,1,0
975,425,395,260,260,13,11,61,58,10,10,6,7,79,64,5,89,0,1,3,4
976,258,673,202,202,11,14,42,40,5,16,6,0,70,66,52,0,1,1,1,5
977,507,316,249,249,14,12,55,43,12,15,6,3,54,59,0,69,3,2,1,2
978,753,255,176,176,7,9,34,51,20,3,1,6,46,63,1,63,0,2,5,0
979,373,481,288,288,13,16,57,41,14,17,5,6,76,80,0,67,1,0,2,1
980,340,403,249,249,13,13,55,64,8,9,4,3,77,72,0,89,4,0,1,3
981,421,475,222,222,19,13,45,41,10,6,2,7,76,43,0,51,4,0,3,2
982,585,236,250,250,17,13,59,53,13,7,2,5,105,56,1,83,3,1,0,0
983,229,444,269,269,19,10,47,71,11,9,5,7,59,76,82,1,3,2,8,1
984,349,326,253,253,14,22,67,59,6,7,4,3,56,74,0,79,1,2,9,2
985,454,398,227,227,12,24,56,46,12,12,5,7,85,68,0,65,2,3,3,0
986,329,460,189,189,16,23,48,46,8,15,9,3,39,46,1,54,2,0,1,2
987,428,346,244,244,21,19,45,61,12,16,9,2,48,78,63,1,3,3,2,2
988,211,706,218,218,9,10,43,45,5,20,4,3,73,89,64,1,1,2,1,3
989,523,373,297,297,10,19,64,55,14,8,2,4,74,34,84,0,1,1,2,6
990,522,377,201,201,11,11,47,42,14,12,6,3,45,65,0,65,1,0,2,0
991,469,268,211,211,11,14,48,54,18,12,7,7,82,68,69,1,3,2,3,5
